case_id,payment_id,settlement_id,bank_txn_id,anomaly_type,expected_decision,expected_settlement,actual_settlement
CASE_01213,PAY_BD09AAF9,SET_BFE1F868,BNK_0B78157E,CLEAN,MATCHED,693928,693928
CASE_01214,PAY_C8F0AB0E,SET_8449D3FA,BNK_DD57DB75,CHARGEBACK,MATCHED,-3891,-3891
CASE_01215,PAY_134CB391,SET_AD42B1F0,BNK_ED38685D,REFUND,MATCHED,234675,234675
CASE_01216,PAY_BE45D13D,SET_2EB5F3F3,BNK_F251B9CE,CLEAN,MATCHED,39838,39838
CASE_01217,PAY_F251825F,SET_2221659B,BNK_022190F8,UNEXPLAINED_DELTA,EXCEPTION,230236,214936
CASE_01218,PAY_759C5DE9,SET_7B0CB8EF,BNK_A353FA3B,AMBIGUOUS,REVIEW,686996,686996
CASE_01219,PAY_18306810,SET_67B8CD9B,BNK_E4066004,CLEAN,MATCHED,988801,988801
CASE_01220,PAY_44B805E8,SET_9910382B,BNK_9ECFA99B,FEE_VARIANCE,EXCEPTION,1049240,1049140
CASE_01221,PAY_580C4D15,SET_BC660203,BNK_10913A37,OTHER,MATCHED,292628,292628
CASE_01222,PAY_42D78F1A,SET_9DFFDE90,BNK_50E3991B,CLEAN,MATCHED,1740726,1740726
CASE_01223,PAY_AF621582,SET_86BCFC7F,BNK_A87E5314,CLEAN,MATCHED,1389027,1389027
CASE_01224,PAY_9BDCC1F4,SET_4B70FB2B,BNK_89C99105,DUPLICATE,REVIEW,273881,273881
CASE_01225,PAY_78079A81,SET_B2547CA9,BNK_72B58F4F,CLEAN,MATCHED,1218157,1218157
CASE_01226,PAY_80E1673A,SET_45BBDA9A,BNK_E131F7D2,REFERENCE_TYPO,MATCHED,1010672,1010672
CASE_01227,PAY_92A2053A,SET_6790AE19,BNK_B511BDB3,CHARGEBACK,MATCHED,-34894,-34894
CASE_01228,PAY_DF19C43F,SET_3EF2B4B6,BNK_9A6420EE,DUPLICATE,REVIEW,1589580,1589580
CASE_01229,,SET_39CE7775,BNK_7E4F8B21,MISSING_PAYMENT,EXCEPTION,1772069,1772069
CASE_01230,PAY_DD9B044F,SET_A39DFB93,BNK_88849C00,AMBIGUOUS,REVIEW,946620,946620
CASE_01231,PAY_FDC7BCE9,SET_B884547F,BNK_5580C6A9,FEE_VARIANCE,EXCEPTION,972397,972297
CASE_01232,PAY_CD062BE0,SET_DA637514,BNK_5107FD7A,CLEAN,MATCHED,1223625,1223625
CASE_01233,PAY_6A4EB1D3,SET_5645B1A7,BNK_585C5A0A,TIMING_DIFFERENCE,MATCHED,56241,56241
CASE_01234,PAY_238F4340,SET_10712C01,BNK_E2C8DE5C,CHARGEBACK,MATCHED,-39126,-39126
CASE_01235,PAY_4ADCCE1C,SET_1D26CBA7,BNK_3A4EB7A8,REFERENCE_TYPO,MATCHED,253083,253083
CASE_01236,PAY_0697B645,SET_FBF087E2,BNK_456C2EA0,CLEAN,MATCHED,1870099,1870099
CASE_01237,PAY_E96F235F,SET_137A3549,BNK_211C7600,CLEAN,MATCHED,329243,329243
CASE_01238,PAY_A73E1741,SET_C79EFBAD,BNK_2B793BDE,REFUND,MATCHED,640473,640473
CASE_01239,PAY_6C735EA7,SET_1B39AA49,BNK_20CE3C20,CHARGEBACK,MATCHED,-5786,-5786
CASE_01240,PAY_89D1B111,SET_75DD57F0,BNK_A072441B,TIMING_DIFFERENCE,MATCHED,1845104,1845104
CASE_01241,PAY_5785639A,SET_AB8F8167,BNK_5038F30F,ONE_TO_MANY,MATCHED,554303,554303
CASE_01242,PAY_1F186870,SET_642BCE70,BNK_1E05FD95,UNEXPLAINED_DELTA,EXCEPTION,1193259,1151059
CASE_01243,PAY_7FEBC76A,SET_AEBB784E,BNK_BECD9FD3,TIMING_DIFFERENCE,MATCHED,642374,642374
CASE_01244,PAY_129AE5D6,SET_41C92455,BNK_F8394FF9,CLEAN,MATCHED,623237,623237
CASE_01245,PAY_857D15D4,SET_B4A94E91,BNK_85E2421B,CLEAN,MATCHED,1393519,1393519
CASE_01246,PAY_F4393E85,SET_2139EDB3,BNK_4223F8F3,CHARGEBACK,MATCHED,-29854,-29854
CASE_01247,PAY_47BDC4BF,SET_DF9C0E4F,BNK_61BE8264,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_01248,PAY_A96B2FAE,SET_DA0BE913,BNK_67A08A33,CLEAN,MATCHED,698419,698419
CASE_01249,PAY_18B1C5BE,SET_28A52056,BNK_C049E5B2,TIMING_DIFFERENCE,MATCHED,1705771,1705771
CASE_01250,PAY_E5361DD5,SET_2759B04E,BNK_83BB60A0,CLEAN,MATCHED,701837,701837
CASE_01251,PAY_F0A0BAE5,SET_FF496EA2,BNK_B1E20C70,CLEAN,MATCHED,491227,491227
CASE_01252,PAY_5FC2759E,SET_70440925,BNK_14E4FD1D,TIMING_DIFFERENCE,MATCHED,1860335,1860335
CASE_01253,PAY_730342A9,SET_66DA1BD8,BNK_14CC8A75,UNEXPLAINED_DELTA,EXCEPTION,1613013,1592213
CASE_01254,PAY_76FFE60C,SET_AE2EB395,BNK_CBA1BB53,OTHER,MATCHED,1950555,1950555
CASE_01255,PAY_E0FD1A5C,SET_F9A3B79C,BNK_A53B9A12,CLEAN,MATCHED,1618579,1618579
CASE_01256,PAY_7BA28C1F,SET_31829930,BNK_14D79E90,OTHER,MATCHED,405695,405695
CASE_01257,PAY_A1018F9A,SET_BE37E5CC,BNK_996BE767,REFERENCE_TYPO,MATCHED,1509515,1509515
CASE_01258,PAY_288D62C2,SET_30EEBCEF,BNK_702668E1,ONE_TO_MANY,MATCHED,1369890,1369890
CASE_01259,PAY_94D0C431,SET_B4C26F2A,BNK_AE71B44B,UNEXPLAINED_DELTA,EXCEPTION,520617,510317
CASE_01260,PAY_88D2F985,SET_1BF2583F,BNK_22DE1814,DUPLICATE,REVIEW,1889042,1889042
CASE_01261,PAY_694F7FFA,SET_08E8D105,BNK_4A70BBCE,DUPLICATE,REVIEW,1745999,1745999
CASE_01262,PAY_DFE93457,SET_AC012FA4,BNK_8CE7DCA4,AMBIGUOUS,REVIEW,1078922,1078922
CASE_01263,PAY_F0072845,SET_97400F96,BNK_36BEC0FE,FEE_VARIANCE,EXCEPTION,242929,242829
CASE_01264,PAY_7737446F,SET_2A2B5439,BNK_CE64C0F2,REFUND,MATCHED,630659,630659
CASE_01265,PAY_017BEDB4,SET_C112C88C,BNK_E749BA18,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_01266,PAY_9D9B4D5D,,,MISSING_SETTLEMENT,EXCEPTION,815978,815978
CASE_01267,PAY_17DF90E1,SET_8596ADC3,BNK_74D09059,CLEAN,MATCHED,1034789,1034789
CASE_01268,PAY_6216880C,SET_DCF60C74,BNK_6165F095,CLEAN,MATCHED,159447,159447
CASE_01269,PAY_BF520595,SET_50859F4A,BNK_F52F1725,TAX_VARIANCE,EXCEPTION,1394690,1394740
CASE_01270,PAY_F2C7DCC1,SET_152E5468,BNK_32A48D38,CHARGEBACK,MATCHED,-14683,-14683
CASE_01271,PAY_23CA817C,SET_999FA980,BNK_D60F651C,UNEXPLAINED_DELTA,EXCEPTION,719021,705421
CASE_01272,PAY_DF39362F,SET_9C191127,BNK_01538D87,CLEAN,MATCHED,793618,793618
CASE_01273,PAY_06049BCE,SET_977387AE,BNK_DF37EE2D,CLEAN,MATCHED,438502,438502
CASE_01274,PAY_BDA5FED2,SET_C3EABAB2,BNK_EB3A22DF,OTHER,MATCHED,356875,356875
CASE_01275,PAY_B0BC7031,SET_2CD734F6,BNK_66D62A17,CLEAN,MATCHED,1577179,1577179
CASE_01276,PAY_C663F194,SET_9BE44D68,BNK_887EEBDA,CLEAN,MATCHED,1616333,1616333
CASE_01277,PAY_64DD03FF,SET_0FA8CF32,BNK_4AD747C2,HIGH_VALUE_ANOMALY,REVIEW,14646000,14646000
CASE_01278,PAY_3B4F5AA6,SET_F8AAC620,BNK_089C19CE,TIMING_DIFFERENCE,MATCHED,381871,381871
CASE_01279,PAY_1A8677ED,SET_CA3D66CD,BNK_7F52CEE5,CLEAN,MATCHED,542781,542781
CASE_01280,PAY_82C1CCFC,SET_5A1D5FAC,BNK_1479E2A1,OTHER,MATCHED,529307,529307
CASE_01281,PAY_35E0A0A9,SET_1A2C99D5,BNK_D6C51F77,CLEAN,MATCHED,925921,925921
CASE_01282,PAY_DC27E7B1,SET_26456487,BNK_7992B9D9,FEE_VARIANCE,EXCEPTION,135427,135327
CASE_01283,PAY_E104AF77,SET_2F999FD1,BNK_EA26CB1E,CLEAN,MATCHED,542488,542488
CASE_01284,PAY_85C2741C,SET_32A5090B,BNK_B8C8B310,CLEAN,MATCHED,1503364,1503364
CASE_01285,PAY_B74CA0FF,SET_19335D96,BNK_FF4C63CB,CHARGEBACK,MATCHED,-15278,-15278
CASE_01286,PAY_0D14DF25,SET_19C3D88A,BNK_B20A91A6,CHARGEBACK,MATCHED,-35739,-35739
CASE_01287,PAY_605AD37E,SET_BF538BC6,BNK_F0355E72,FEE_VARIANCE,EXCEPTION,1568392,1568292
CASE_01288,PAY_3C0EE847,SET_5ADA0686,BNK_277B43A5,REFERENCE_TYPO,MATCHED,272416,272416
CASE_01289,PAY_F0DB4C27,SET_1BD05936,BNK_9FC7C2C5,OTHER,MATCHED,1251452,1251452
CASE_01290,PAY_BE56BB75,SET_A03F94BE,BNK_9BC2428D,CLEAN,MATCHED,1003544,1003544
CASE_01291,PAY_E6EA13C2,,,MISSING_SETTLEMENT,EXCEPTION,998565,998565
CASE_01292,PAY_31930456,SET_1C76CF91,BNK_085DD19E,CLEAN,MATCHED,385678,385678
CASE_01293,PAY_8C85730B,SET_2769E3BA,BNK_B1E98439,OTHER,MATCHED,287160,287160
CASE_01294,PAY_6500298A,SET_3DDAFD14,BNK_A4140789,CLEAN,MATCHED,296924,296924
CASE_01295,PAY_42A46321,SET_445412D9,BNK_F03701B6,CLEAN,MATCHED,67763,67763
CASE_01296,PAY_DE47A072,SET_2D81ECD0,BNK_9AB47422,ONE_TO_MANY,MATCHED,301415,301415
CASE_01297,PAY_DF709EE8,SET_D28EF1EC,BNK_69132141,HIGH_VALUE_ANOMALY,REVIEW,14646000,14646000
CASE_01298,PAY_F30D208D,SET_6FB70BE1,BNK_9D61E26E,CLEAN,MATCHED,377184,377184
CASE_01299,PAY_7E70213C,SET_EF763CD5,BNK_76086DDF,CLEAN,MATCHED,1514397,1514397
CASE_01300,PAY_31245600,SET_6615BFF0,BNK_28827B39,CLEAN,MATCHED,139626,139626
CASE_01301,PAY_F3F4D56B,SET_D722E34A,BNK_DA36920A,OTHER,MATCHED,501187,501187
CASE_01302,PAY_252C641D,SET_143C3182,BNK_71538475,TAX_VARIANCE,EXCEPTION,271928,271978
CASE_01303,PAY_D075834E,SET_D31C4A4A,BNK_8E32666E,CLEAN,MATCHED,1616528,1616528
CASE_01304,PAY_5B81CEB2,SET_03A2B6DE,BNK_F248D5CB,ONE_TO_MANY,MATCHED,1193942,1193942
CASE_01305,PAY_39E60B98,SET_E61DC4FD,BNK_4BA2EA37,CLEAN,MATCHED,1495650,1495650
CASE_01306,PAY_F7A7D6C3,SET_4F6DE7F2,BNK_979E3E23,ONE_TO_MANY,MATCHED,1453665,1453665
CASE_01307,PAY_FC0D0580,SET_5F16875E,BNK_BFB8B29A,CLEAN,MATCHED,1502973,1502973
CASE_01308,PAY_651D5358,,,MISSING_SETTLEMENT,EXCEPTION,1389222,1389222
CASE_01309,PAY_9CAE91DF,SET_69356DF8,BNK_48E45EBF,CLEAN,MATCHED,1094154,1094154
CASE_01310,PAY_E0BB0FAA,SET_4CC936A4,BNK_666963CC,CLEAN,MATCHED,813146,813146
CASE_01311,,SET_E10C2934,BNK_F0F60AF3,MISSING_PAYMENT,EXCEPTION,1856137,1856137
CASE_01312,PAY_1C8D5F88,SET_3704B136,BNK_66827CAA,ONE_TO_MANY,MATCHED,890380,890380
CASE_01313,PAY_65FD4845,SET_78A0591A,BNK_26F94629,CLEAN,MATCHED,810217,810217
CASE_01314,PAY_2F86DA1E,SET_9189BFFC,BNK_6DAC9015,CLEAN,MATCHED,1597879,1597879
CASE_01315,PAY_C955A112,SET_C8EE2A1B,BNK_37C3696A,REFUND,MATCHED,162405,162405
CASE_01316,PAY_48331401,SET_E9985438,BNK_7119315F,DUPLICATE,REVIEW,1002666,1002666
CASE_01317,PAY_34D40DE0,SET_9B9C0927,BNK_59FFC1AE,TAX_VARIANCE,EXCEPTION,1114854,1114904
CASE_01318,PAY_33AFD96A,SET_3AA7067D,BNK_D3B5A55B,AMBIGUOUS,REVIEW,1857309,1857309
CASE_01319,PAY_9DA76518,SET_D78861ED,BNK_F49C6EC6,CLEAN,MATCHED,1726276,1726276
CASE_01320,PAY_F3309B83,SET_E22C3246,BNK_DDD0A5BF,TAX_VARIANCE,EXCEPTION,1084390,1084440
CASE_01321,PAY_57714D24,SET_A39DD146,BNK_51494FA9,REFUND,MATCHED,937746,937746
CASE_01322,PAY_135953F7,SET_C1FB119D,BNK_35D2C2B0,REFUND,MATCHED,514894,514894
CASE_01323,PAY_E626BA09,SET_0A910B0F,BNK_56614C82,CLEAN,MATCHED,1666129,1666129
CASE_01324,PAY_5D06C22A,SET_C512E33F,BNK_1DADFFC5,CLEAN,MATCHED,1520451,1520451
CASE_01325,PAY_50B596D4,SET_ACA0FC79,BNK_F4B6C42A,REFUND,MATCHED,264593,264593
CASE_01326,PAY_65F75872,SET_B7C3E850,BNK_9FA82DE4,CLEAN,MATCHED,1089761,1089761
CASE_01327,PAY_6A5283C5,SET_A5AA4C4B,BNK_DFC435B6,CLEAN,MATCHED,1871662,1871662
CASE_01328,PAY_7D5CD18F,SET_CA91319B,BNK_AB35356C,CLEAN,MATCHED,1737309,1737309
CASE_01329,PAY_B313A4B6,SET_C9F2141F,BNK_26355FA4,CHARGEBACK,MATCHED,-13024,-13024
CASE_01330,PAY_61E046FC,SET_F70C6F8C,BNK_1C3249FE,CLEAN,MATCHED,1000810,1000810
CASE_01331,PAY_CA2C9811,SET_C7E75239,BNK_D1DC29FA,REFERENCE_TYPO,MATCHED,73621,73621
CASE_01332,PAY_5E22C07C,SET_EF3F1F71,BNK_18CFD06D,CLEAN,MATCHED,905611,905611
CASE_01333,PAY_F25E5E1A,SET_0C1539A4,BNK_FD07553F,CLEAN,MATCHED,1175684,1175684
CASE_01334,PAY_DDF9D9CD,SET_D99A1AD9,BNK_DD470BE3,CLEAN,MATCHED,390072,390072
CASE_01335,PAY_174F4B86,SET_EBF4414A,BNK_1A0DD418,CHARGEBACK,MATCHED,-39010,-39010
CASE_01336,,SET_F917825C,BNK_09B47C93,MISSING_PAYMENT,EXCEPTION,1782809,1782809
CASE_01337,PAY_F0302F9D,SET_926805F2,BNK_8692B9C8,CLEAN,MATCHED,1806731,1806731
CASE_01338,PAY_4B2B7D08,SET_D0555AC9,BNK_E69D0192,ONE_TO_MANY,MATCHED,196647,196647
CASE_01339,PAY_DCEE5DEC,SET_A93A75FD,BNK_D3F4F4AB,CLEAN,MATCHED,281887,281887
CASE_01340,PAY_9BD0417C,SET_E1BDB355,BNK_6716D7C5,CLEAN,MATCHED,338616,338616
CASE_01341,PAY_DF45F318,SET_D36E9009,BNK_A4CE1760,CLEAN,MATCHED,63857,63857
CASE_01342,PAY_525CE474,SET_1E4EF7A1,BNK_0F2D6645,CLEAN,MATCHED,253083,253083
CASE_01343,PAY_3913DBCB,SET_A111BDAE,BNK_27EC819B,CLEAN,MATCHED,74207,74207
CASE_01344,PAY_B32A08B1,SET_989852F7,BNK_0254937D,DUPLICATE,REVIEW,674107,674107
CASE_01345,PAY_81D83B77,SET_171390AD,BNK_39AAC108,CLEAN,MATCHED,145094,145094
CASE_01346,PAY_79E4193F,SET_8EA88E70,BNK_FA341B07,CLEAN,MATCHED,592871,592871
CASE_01347,PAY_2BC1F9C1,SET_07EA545A,BNK_D89F84B3,AMBIGUOUS,REVIEW,720486,720486
CASE_01348,PAY_08C0CD17,SET_54193785,BNK_4146921D,TIMING_DIFFERENCE,MATCHED,1536561,1536561
CASE_01349,PAY_58A0545B,SET_23F079AC,BNK_A07EEC99,CLEAN,MATCHED,1430231,1430231
CASE_01350,PAY_8B17F2B2,SET_4E5002E1,BNK_F92D4D2B,DUPLICATE,REVIEW,1065351,1065351
CASE_01351,PAY_A7A65C52,SET_78F64C7C,BNK_2909D520,REFERENCE_TYPO,MATCHED,53605,53605
CASE_01352,PAY_74D25F65,SET_3E7E997E,BNK_6AE37408,CLEAN,MATCHED,989094,989094
CASE_01353,PAY_5E97EEF1,SET_32F32CCC,BNK_CBCD1C94,REFERENCE_TYPO,MATCHED,1564096,1564096
CASE_01354,PAY_5FD94690,SET_6F177C93,BNK_3010A6F0,DUPLICATE,REVIEW,307176,307176
CASE_01355,PAY_03E3897F,SET_A96155D0,BNK_E3EAB8A6,OTHER,MATCHED,536728,536728
CASE_01356,PAY_8B193475,SET_08378FCC,BNK_52D3CC68,CLEAN,MATCHED,1291875,1291875
CASE_01357,PAY_82F3A865,SET_C5EDA9F3,BNK_9A687150,CLEAN,MATCHED,1447318,1447318
CASE_01358,,SET_65D0D54B,BNK_B3997C75,MISSING_PAYMENT,EXCEPTION,1170997,1170997
CASE_01359,PAY_D841D840,SET_18140C88,BNK_8F3A81DD,CLEAN,MATCHED,1080289,1080289
CASE_01360,PAY_A98E2589,SET_2147FDD8,BNK_8464D61F,CLEAN,MATCHED,671275,671275
CASE_01361,PAY_6C8DD64C,SET_14395F94,BNK_4312DC43,OTHER,MATCHED,696760,696760
CASE_01362,PAY_AB63D7D4,SET_B872C30B,BNK_718EC812,DUPLICATE,REVIEW,405890,405890
CASE_01363,PAY_96192859,SET_E938D4C0,BNK_FD1B7724,CLEAN,MATCHED,484100,484100
CASE_01364,,SET_E69150F0,BNK_0547A38E,MISSING_PAYMENT,EXCEPTION,283840,283840
CASE_01365,PAY_11266B99,SET_AAD64413,BNK_BAE85142,ONE_TO_MANY,MATCHED,910396,910396
CASE_01366,PAY_538229DE,SET_E41937CA,BNK_6F285D16,CLEAN,MATCHED,479218,479218
CASE_01367,PAY_557D4595,SET_5A5CBC2A,BNK_AD3972CA,REFERENCE_TYPO,MATCHED,785124,785124
CASE_01368,PAY_E3AD65C6,SET_E8CB9B99,BNK_6BC8633F,TAX_VARIANCE,EXCEPTION,55069,55119
CASE_01369,PAY_BA6E7B44,SET_8F02AB43,BNK_AA05EA72,UNEXPLAINED_DELTA,EXCEPTION,875441,851441
CASE_01370,PAY_66E628D1,SET_0DE0D981,BNK_770312BC,CHARGEBACK,MATCHED,-36103,-36103
CASE_01371,PAY_AC74E12D,SET_BD4843CE,BNK_BD8ECC5F,CLEAN,MATCHED,650869,650869
CASE_01372,PAY_4DCDEBF2,SET_2D19B8B2,BNK_0820BC6D,FEE_VARIANCE,EXCEPTION,78894,78794
CASE_01373,PAY_457666A9,SET_57C8AF92,BNK_C696E6E4,CLEAN,MATCHED,331976,331976
CASE_01374,PAY_408C26D8,SET_9C890872,BNK_49257DF9,REFERENCE_TYPO,MATCHED,399543,399543
CASE_01375,PAY_C65BCFC6,SET_5D779DFE,BNK_35397D22,CLEAN,MATCHED,324751,324751
CASE_01376,PAY_B5675515,SET_08681F4E,BNK_1023F975,DUPLICATE,REVIEW,1462941,1462941
CASE_01377,PAY_4388444B,SET_89DA0052,BNK_F74B44AD,ONE_TO_MANY,MATCHED,308055,308055
CASE_01378,PAY_3407BDD4,SET_BFB9DC6D,BNK_EDCC45AD,CLEAN,MATCHED,127811,127811
CASE_01379,PAY_1656AB08,SET_80E0D4CC,BNK_29565CA6,REFUND,MATCHED,359063,359063
CASE_01380,PAY_9665175C,SET_F9058C27,BNK_14B759C2,CHARGEBACK,MATCHED,-29882,-29882
CASE_01381,PAY_05930A67,SET_D296716B,BNK_E4907548,DUPLICATE,REVIEW,1425740,1425740
CASE_01382,PAY_97F9AA69,SET_E8249CB9,BNK_467DD4F7,TIMING_DIFFERENCE,MATCHED,1777244,1777244
CASE_01383,PAY_BE94D9A4,SET_7861EEFC,BNK_25119CA0,CLEAN,MATCHED,70301,70301
CASE_01384,PAY_EF212011,SET_567F0DB8,BNK_52D6D45C,CLEAN,MATCHED,1300565,1300565
CASE_01385,PAY_F1581B20,SET_024C3EFA,BNK_A825C02A,ONE_TO_MANY,MATCHED,1281916,1281916
CASE_01386,PAY_69854BDC,SET_286534CA,BNK_DBE8F4A4,CLEAN,MATCHED,769892,769892
CASE_01387,PAY_C262FF6A,SET_9B6F7A6F,BNK_8C6DC26B,DUPLICATE,REVIEW,1045823,1045823
CASE_01388,PAY_0213E013,SET_55D06C9C,BNK_144CA3CA,REFUND,MATCHED,422996,422996
CASE_01389,PAY_EC92F5EE,SET_015B9EFA,BNK_C5F5B48A,CLEAN,MATCHED,422196,422196
CASE_01390,PAY_94B6BD99,SET_F71CF070,BNK_698FB4E2,CLEAN,MATCHED,1718074,1718074
CASE_01391,PAY_86102A24,SET_F76129F2,BNK_74EC4042,AMBIGUOUS,REVIEW,1428571,1428571
CASE_01392,PAY_4CAF6BD6,SET_FF5E54BE,BNK_3664C20D,UNEXPLAINED_DELTA,EXCEPTION,1298612,1259512
CASE_01393,PAY_7C30FE54,SET_582719FA,BNK_BC708E45,CLEAN,MATCHED,1141998,1141998
CASE_01394,PAY_8C0090C0,SET_98FD18BF,BNK_74BF968F,TIMING_DIFFERENCE,MATCHED,58584,58584
CASE_01395,PAY_7FC2BBF4,SET_7F0C8255,BNK_3700FED8,DUPLICATE,REVIEW,1693957,1693957
CASE_01396,PAY_C69CD0C4,SET_6A66429F,BNK_42A42A89,OTHER,MATCHED,1619555,1619555
CASE_01397,PAY_9B4CA2B0,SET_0F58CBAE,BNK_AEF514B8,UNEXPLAINED_DELTA,EXCEPTION,39349,36049
CASE_01398,PAY_63E3EF27,SET_C1D95DED,BNK_A5A24846,CLEAN,MATCHED,48820,48820
CASE_01399,PAY_85B6DA85,SET_5C60C085,BNK_A57062F2,OTHER,MATCHED,681039,681039
CASE_01400,PAY_B2237025,SET_FF5AA0E3,BNK_CF194FCE,CLEAN,MATCHED,804847,804847
CASE_01401,PAY_D9E351C2,SET_11090657,BNK_1B3E7351,CLEAN,MATCHED,742650,742650
CASE_01402,PAY_C7A71777,SET_0FB56BD7,BNK_37B3706B,TIMING_DIFFERENCE,MATCHED,1907007,1907007
CASE_01403,PAY_41E519DB,SET_A7055710,BNK_1EA72F74,CLEAN,MATCHED,303270,303270
CASE_01404,PAY_8F2E447E,SET_539C11B3,BNK_1F635150,CLEAN,MATCHED,138845,138845
CASE_01405,PAY_9C2BDE39,SET_BC54A0ED,BNK_91F8FC26,CLEAN,MATCHED,635637,635637
CASE_01406,PAY_CAD54CC0,SET_738392C9,BNK_505BC70C,CHARGEBACK,MATCHED,-34658,-34658
CASE_01407,PAY_6413B8D8,SET_DFFF0364,BNK_51AF7744,CLEAN,MATCHED,966344,966344
CASE_01408,PAY_90ACEB52,SET_FEC8C06D,BNK_AA75F865,CLEAN,MATCHED,795962,795962
CASE_01409,PAY_1A4F8107,SET_336918C4,BNK_FE46D829,CLEAN,MATCHED,740502,740502
CASE_01410,PAY_6F4699B6,SET_75274EA4,BNK_59E08191,TAX_VARIANCE,EXCEPTION,644424,644474
CASE_01411,PAY_DE8EFA65,SET_F1EAF445,BNK_52DC2F73,CLEAN,MATCHED,1413339,1413339
CASE_01412,PAY_12ECFABB,SET_0C2AD421,BNK_6358E09D,CLEAN,MATCHED,1944989,1944989
CASE_01413,PAY_C9C77379,SET_844DC518,BNK_580CD812,CLEAN,MATCHED,235020,235020
CASE_01414,PAY_7488BCAB,SET_185396E2,BNK_167690B3,FEE_VARIANCE,EXCEPTION,618159,618059
CASE_01415,PAY_5C3BE75F,SET_204D9360,BNK_42F17963,FEE_VARIANCE,EXCEPTION,1501215,1501115
CASE_01416,PAY_CAE928A1,SET_DF4343EC,BNK_64FC7513,CLEAN,MATCHED,1950652,1950652
CASE_01417,PAY_03187470,SET_8C4CE8FF,BNK_18C6D7A1,TIMING_DIFFERENCE,MATCHED,1507757,1507757
CASE_01418,PAY_1940D3FC,SET_31128693,BNK_EBF98A95,OTHER,MATCHED,819981,819981
CASE_01419,PAY_73D82BD7,SET_75CF6626,BNK_C116E7A2,TIMING_DIFFERENCE,MATCHED,1686146,1686146
CASE_01420,PAY_BB2DA024,SET_183CCBE4,BNK_1ABCA12D,CHARGEBACK,MATCHED,-30406,-30406
CASE_01421,PAY_0D7225AF,SET_8D298F1C,BNK_8DB187AA,ONE_TO_MANY,MATCHED,152612,152612
CASE_01422,PAY_5315F1CB,SET_599A2458,BNK_91F43A99,CLEAN,MATCHED,857377,857377
CASE_01423,PAY_EEC8D313,SET_00CBEAC5,BNK_ECDAB7EC,FEE_VARIANCE,EXCEPTION,1801166,1801066
CASE_01424,PAY_8911791A,SET_78F269FF,BNK_17B682A3,CLEAN,MATCHED,163743,163743
CASE_01425,,SET_2432355F,BNK_2F24DF52,MISSING_PAYMENT,EXCEPTION,628997,628997
CASE_01426,PAY_D4C1D57A,SET_A9569430,BNK_FAFB28FD,REFUND,MATCHED,584496,584496
CASE_01427,PAY_C3A04911,SET_642BF65C,BNK_FA26A416,TAX_VARIANCE,EXCEPTION,99007,99057
CASE_01428,PAY_3F6673E9,SET_0380A781,BNK_7844A34E,REFERENCE_TYPO,MATCHED,986848,986848
CASE_01429,PAY_5FE5A5E7,SET_37F3540C,BNK_B4BC50B9,DUPLICATE,REVIEW,1792866,1792866
CASE_01430,PAY_40947D4E,SET_FA3ABE62,BNK_4FCB02A9,CLEAN,MATCHED,1585772,1585772
CASE_01431,PAY_D03B7D71,SET_9E75022D,BNK_9CE9613C,FEE_VARIANCE,EXCEPTION,1462452,1462352
CASE_01432,PAY_A3E1F7A8,SET_7894715A,BNK_6F5291A0,REFUND,MATCHED,591594,591594
CASE_01433,PAY_35AF1885,SET_DA44D7C3,BNK_C667745E,AMBIGUOUS,REVIEW,932755,932755
CASE_01434,PAY_C5164A2F,SET_828E0476,BNK_49584B9B,TIMING_DIFFERENCE,MATCHED,1899294,1899294
CASE_01435,PAY_AC59FD8A,SET_310CEF43,BNK_B450C77E,REFERENCE_TYPO,MATCHED,271537,271537
CASE_01436,PAY_AD622E10,SET_996FE793,BNK_2D14B2C6,TIMING_DIFFERENCE,MATCHED,1782126,1782126
CASE_01437,PAY_5C900A80,SET_15479E84,BNK_ABCB1430,OTHER,MATCHED,940371,940371
CASE_01438,PAY_FC517985,SET_6A1448D8,BNK_EE2133CD,OTHER,MATCHED,1450150,1450150
CASE_01439,PAY_2D9DB8CF,SET_DD5379C3,BNK_8E787E36,TIMING_DIFFERENCE,MATCHED,1479930,1479930
CASE_01440,PAY_F3FD1902,SET_63A2949E,BNK_5346F67B,OTHER,MATCHED,674302,674302
CASE_01441,,SET_08E6715C,BNK_713662B3,MISSING_PAYMENT,EXCEPTION,699103,699103
CASE_01442,PAY_5399142D,SET_6CAB32A9,BNK_743B3149,CLEAN,MATCHED,404523,404523
CASE_01443,PAY_12371EBA,SET_C06C64A4,BNK_56848334,CLEAN,MATCHED,1357978,1357978
CASE_01444,,SET_DB7BEBA5,BNK_EF7463FE,MISSING_PAYMENT,EXCEPTION,465255,465255
CASE_01445,PAY_9C7D2D10,SET_D6AC8532,BNK_92B08D54,UNEXPLAINED_DELTA,EXCEPTION,732593,684293
CASE_01446,,SET_29D0544B,BNK_DDF899AB,MISSING_PAYMENT,EXCEPTION,1750979,1750979
CASE_01447,PAY_9F8D09CB,SET_C15CC3BF,BNK_34FD8FF4,AMBIGUOUS,REVIEW,1636740,1636740
